index,participants,hypernym,hyponym,word,words_excluded,id,full_list,clean_list,label,word_spec_map
839,2E_3,"mammifero, animale, essere vivente",bianco,cavallo,,839_2E_3,['mammifero' 'animale' 'essere vivente' 'cavallo' 'bianco'],['mammifero' 'animale' 'essere vivente' 'cavallo' 'bianco'],['B-' 'B-' 'B-' 'B-' 'B-'],
181,1G_16,"felicità, affetto, amore, abbraccio, felicità, gioi, emozione",emozion,gioia,"felicità, affetto, amore, abbraccio, felicità, gioi, emozion",181_1G_16,"['felicità' 'affetto' 'amore' 'abbraccio' 'felicità' 'gioi' 'emozione'
 'gioia' 'emozion']",['emozione' 'gioia'],['O' 'O' 'O' 'O' 'O' 'O' 'B-' 'B-' 'O'],
926,2E_20,lavoro,"salva la vita, ti cura",medico,"salva la vita, ti cura",926_2E_20,['lavoro' 'medico' 'salva la vita' 'ti cura'],['lavoro' 'medico'],['B-' 'B-' 'O' 'O'],
401,1D_22,"mezzo di trasporto, veicolo",ferrari,automobile,veicolo,401_1D_22,['mezzo di trasporto' 'veicolo' 'automobile' 'ferrari'],['mezzo di trasporto' 'automobile' 'ferrari'],['B-' 'O' 'B-' 'B-'],
445,5B_10,concetto astratto,euforia,affetto,euforia,445_5B_10,['concetto astratto' 'affetto' 'euforia'],['concetto astratto' 'affetto'],['B-' 'B-' 'O'],
1902,5B_18,"mestiere, hobby","oculista, psicologo, pediatra",medico,"hobby, psicologo, pediatra",1902_5B_18,['mestiere' 'hobby' 'medico' 'oculista' 'psicologo' 'pediatra'],['mestiere' 'medico' 'oculista'],['B-' 'O' 'B-' 'B-' 'O' 'O'],
149,5B_1,,amicizia,affetto,,149_5B_1,[' affetto' 'amicizia'],[' affetto' 'amicizia'],['B-' 'B-'],
2336,1D_19,"emozione, stato d'animo",,rabbia,stato d'animo,2336_1D_19,"['emozione' ""stato d'animo"" 'rabbia']",['emozione' 'rabbia'],['B-' 'O' 'B-'],
42,1G_4,emozione,,rabbia,,42_1G_4,['emozione' 'rabbia'],['emozione' 'rabbia'],['B-' 'B-'],
2086,3C_9,pensiero,intelligente,mente,pensiero,2086_3C_9,['pensiero' 'mente' 'intelligente'],['mente' 'intelligente'],['O' 'B-' 'B-'],
1424,1D_14,"lavoro, persona","badante materna, badante bambine",badante,"persona, badante materna, badante bambine",1424_1D_14,['lavoro' 'persona' 'badante' 'badante materna' 'badante bambine'],['lavoro' 'badante'],['B-' 'O' 'B-' 'O' 'O'],
1743,5D_9,,di culto,libertà,,1743_5D_9,[' libertà' ' libertà di culto'],[' libertà' ' libertà di culto'],['B-' 'B-'],di culto||| libertà di culto___
3067,5B_2,"cibo, fonte di energia",al cocco,torta,,3067_5B_2,['cibo' 'fonte di energia' 'torta' 'al cocco'],['cibo' 'fonte di energia' 'torta' 'al cocco'],['B-' 'B-' 'B-' 'B-'],
980,2E_24,"emozione, entità","felicità, eccitazione",gioia,"felicità, eccitazione",980_2E_24,['emozione' 'entità' 'gioia' 'felicità' 'eccitazione'],['emozione' 'entità' 'gioia'],['B-' 'B-' 'B-' 'O' 'O'],
2818,3B_15,"anno, decenni, millenni","giorno, ora, minuto, secondo",tempo,"anno, decenni, millenni, ora, minuto, secondo",2818_3B_15,['anno' 'decenni' 'millenni' 'tempo' 'giorno' 'ora' 'minuto' 'secondo'],['tempo' 'giorno'],['O' 'O' 'O' 'B-' 'B-' 'O' 'O' 'O'],
290,5B_1,"gioco, oggetto, entità","barbie, bambola, personaggio",giocattolo,"bambola, personaggio",290_5B_1,['gioco' 'oggetto' 'entità' 'giocattolo' 'barbie' 'bambola' 'personaggio'],['gioco' 'oggetto' 'entità' 'giocattolo' 'barbie'],['B-' 'B-' 'B-' 'B-' 'B-' 'O' 'O'],
1945,2F_6,lavoro,privato,autista,,1945_2F_6,['lavoro' 'autista' 'privato'],['lavoro' 'autista' 'privato'],['B-' 'B-' 'B-'],
1009,3C_1,,,libertà,,1009_3C_1,[' libertà'],[' libertà'],['B-'],
2776,2E_24,"ora, minuto, secondo",,tempo,"ora, minuto, secondo",2776_2E_24,['ora' 'minuto' 'secondo' 'tempo'],['tempo'],['O' 'O' 'O' 'B-'],
1183,1D_8,"felicità, emozione","sorridere, ricevere un regalo",gioia,"felicità, sorridere, ricevere un regalo",1183_1D_8,['felicità' 'emozione' 'gioia' 'sorridere' 'ricevere un regalo'],['emozione' 'gioia'],['O' 'B-' 'B-' 'O' 'O'],
95,2F_7,amore,,affetto,amore,95_2F_7,['amore' 'affetto'],['affetto'],['O' 'B-'],
2895,5D_20,inisofa,,tempo,inisofa,2895_5D_20,['inisofa' 'tempo'],['tempo'],['O' 'B-'],
2397,2E_9,"sentimento, un modo di essere","furia, depressione",rabbia,"un modo di essere, depressione",2397_2E_9,['sentimento' 'un modo di essere' 'rabbia' 'furia' 'depressione'],['sentimento' 'rabbia' 'furia'],['B-' 'O' 'B-' 'B-' 'O'],
2536,1D_3,desiderio,modo di pensare,sogno,"desiderio, modo di pensare",2536_1D_3,['desiderio' 'sogno' 'modo di pensare'],['sogno'],['O' 'B-' 'O'],
2195,2F_24,"oggetto, entità",macchinine,giocattolo,,2195_2F_24,['oggetto' 'entità' 'giocattolo' 'macchinine'],['oggetto' 'entità' 'giocattolo' 'macchinine'],['B-' 'B-' 'B-' 'B-'],
1118,5B_10,"oggetto, vizio",peluche,giocattolo,vizio,1118_5B_10,['oggetto' 'vizio' 'giocattolo' 'peluche'],['oggetto' 'giocattolo' 'peluche'],['B-' 'O' 'B-' 'B-'],
2206,2F_25,sensazione,gioia,libertà,gioia,2206_2F_25,['sensazione' 'libertà' 'gioia'],['sensazione' 'libertà'],['B-' 'B-' 'O'],
3057,5B_10,"dolce, cibo",al cioccolato,torta,,3057_5B_10,['dolce' 'cibo' 'torta' 'al cioccolato'],['dolce' 'cibo' 'torta' 'al cioccolato'],['B-' 'B-' 'B-' 'B-'],
1288,3C_11,reazione,lacrime,gioia,lacrime,1288_3C_11,['reazione' 'gioia' 'lacrime'],['reazione' 'gioia'],['B-' 'B-' 'O'],
2460,3C_19,"nervosismo, scleri",,rabbia,"nervosismo, scleri",2460_3C_19,['nervosismo' 'scleri' 'rabbia'],['rabbia'],['O' 'O' 'B-'],
1282,3B_6,"felicità, emozione, sentimento",,gioia,"felicità, sentimento",1282_3B_6,['felicità' 'emozione' 'sentimento' 'gioia'],['emozione' 'gioia'],['O' 'B-' 'O' 'B-'],
1057,2F_25,"oggetto, plastica","giocattolo a molla, bambola, macchina",giocattolo,"plastica, bambola, macchina",1057_2F_25,"['oggetto' 'plastica' 'giocattolo' 'giocattolo a molla' 'bambola'
 'macchina']",['oggetto' 'giocattolo' 'giocattolo a molla'],['B-' 'O' 'B-' 'B-' 'O' 'O'],
2300,5B_8,,,paura,,2300_5B_8,[' paura'],[' paura'],['B-'],
1008,1G_4,"oggetto, cosa",lego,giocattolo,,1008_1G_4,['oggetto' 'cosa' 'giocattolo' 'lego'],['oggetto' 'cosa' 'giocattolo' 'lego'],['B-' 'B-' 'B-' 'B-'],
184,1G_16,"tristezza, rabbia, sentimento",emozione,paura,"tristezza, rabbia, emozione",184_1G_16,['tristezza' 'rabbia' 'sentimento' 'paura' 'emozione'],['sentimento' 'paura'],['O' 'O' 'B-' 'B-' 'O'],
2837,3B_9,unità di misura,ora,tempo,,2837_3B_9,['unità di misura' 'tempo' 'ora'],['unità di misura' 'tempo' 'ora'],['B-' 'B-' 'B-'],
1840,5D_23,entità,,libertà,,1840_5D_23,['entità' 'libertà'],['entità' 'libertà'],['B-' 'B-'],
761,5D_2,"persona, mestiere",babysitter,badante,"mestiere, babysitter",761_5D_2,['persona' 'mestiere' 'badante' 'babysitter'],['persona' 'badante'],['B-' 'O' 'B-' 'O'],
821,2E_14,"organo, parte del corpo, materiale","cervello, cervello di scimmia, cervello di scimpanzè, cervello di scimpanzè adulto",mente,"organo, parte del corpo, materiale, cervello, cervello di scimmia, cervello di scimpanzè, cervello di scimpanzè adulto",821_2E_14,"['organo' 'parte del corpo' 'materiale' 'mente' 'cervello'
 'cervello di scimmia' 'cervello di scimpanzè'
 'cervello di scimpanzè adulto']",['mente'],['O' 'O' 'O' 'B-' 'O' 'O' 'O' 'O'],
1574,1G_10,"autogestione, solitudine","volare, gianni morandi, cantante",libertà,"autogestione, solitudine, volare, gianni morandi, cantante",1574_1G_10,"['autogestione' 'solitudine' 'libertà' 'volare' 'gianni morandi'
 'cantante']",['libertà'],['O' 'O' 'B-' 'O' 'O' 'O'],
35,1G_4,pensiero irrealizzabile,"incubo, sogno lucido",sogno,"pensiero irrealizzabile, sogno lucido",35_1G_4,['pensiero irrealizzabile' 'sogno' 'incubo' 'sogno lucido'],['sogno' 'incubo'],['O' 'B-' 'B-' 'O'],
2319,5D_3,"sentimento, emozione","emozione, aracnofobia",paura,"emozione, emozione",2319_5D_3,['sentimento' 'emozione' 'paura' 'emozione' 'aracnofobia'],['sentimento' 'paura' 'aracnofobia'],['B-' 'O' 'B-' 'O' 'B-'],
3086,5D_18,"dolce, alimento",miele,torta,,3086_5D_18,['dolce' 'alimento' 'torta' 'miele'],['dolce' 'alimento' 'torta' 'miele'],['B-' 'B-' 'B-' 'B-'],
1982,2F_10,"servizio, lavoro",dentista,medico,servizio,1982_2F_10,['servizio' 'lavoro' 'medico' 'dentista'],['lavoro' 'medico' 'dentista'],['O' 'B-' 'B-' 'B-'],
891,2E_18,"pensiero, stimolo, entità",,sogno,,891_2E_18,['pensiero' 'stimolo' 'entità' 'sogno'],['pensiero' 'stimolo' 'entità' 'sogno'],['B-' 'B-' 'B-' 'B-'],
1157,3C_10,oggetto,ferrari,automobile,,1157_3C_10,['oggetto' 'automobile' 'ferrari'],['oggetto' 'automobile' 'ferrari'],['B-' 'B-' 'B-'],
2441,3B_25,"sentimento, emozione",,rabbia,emozione,2441_3B_25,['sentimento' 'emozione' 'rabbia'],['sentimento' 'rabbia'],['B-' 'O' 'B-'],
1241,2F_16,"sensazione, felicità",,gioia,felicità,1241_2F_16,['sensazione' 'felicità' 'gioia'],['sensazione' 'gioia'],['B-' 'O' 'B-'],
2256,3C_1,"sentimento, emozione, stato d'animo","preoccupazione, tormento",paura,"emozione, stato d'animo, preoccupazione, tormento",2256_3C_1,"['sentimento' 'emozione' ""stato d'animo"" 'paura' 'preoccupazione'
 'tormento']",['sentimento' 'paura'],['B-' 'O' 'O' 'B-' 'O' 'O'],
1631,2F_18,"sentimento, emozione unica","espressione, parola",libertà,"sentimento, emozione unica",1631_2F_18,['sentimento' 'emozione unica' 'libertà' 'espressione' 'parola'],['libertà' 'espressione' 'parola'],['O' 'O' 'B-' 'B-' 'B-'],
657,2E_4,"diritto, dovere, cosa, entità",di parola,libertà,"dovere, cosa",657_2E_4,['diritto' 'dovere' 'cosa' 'entità' 'libertà' 'libertà di parola'],['diritto' 'entità' 'libertà' 'libertà di parola'],['B-' 'O' 'O' 'B-' 'B-' 'B-'],di parola|||libertà di parola___
1043,2F_12,"oggetto, artificiale","macchina, barbie",giocattolo,barbie,1043_2F_12,['oggetto' 'artificiale' 'giocattolo' 'macchina' 'barbie'],['oggetto' 'artificiale' 'giocattolo' 'macchina'],['B-' 'B-' 'B-' 'B-' 'O'],
1182,1D_7,"emozione, felicità",,gioia,felicità,1182_1D_7,['emozione' 'felicità' 'gioia'],['emozione' 'gioia'],['B-' 'O' 'B-'],
1889,2F_3,"amore, sentimento, emozione",abbraccio,affetto,"amore, emozione, abbraccio",1889_2F_3,['amore' 'sentimento' 'emozione' 'affetto' 'abbraccio'],['sentimento' 'affetto'],['O' 'B-' 'O' 'B-' 'O'],
2384,2E_20,"emozione, cattiveria",cattiveria,rabbia,"cattiveria, cattiveria",2384_2E_20,['emozione' 'cattiveria' 'rabbia' 'cattiveria'],['emozione' 'rabbia'],['B-' 'O' 'B-' 'O'],
1454,1D_15,"mestiere, professione, entità, lavoro","di matematica, di motoria, di religione",insegnante,"professione, di motoria, di religione, lavoro",1454_1D_15,"['mestiere' 'professione' 'entità' 'lavoro' 'insegnante'
 'insegnante di matematica' 'insegnante di motoria'
 'insegnante di religione']",['mestiere' 'entità' 'insegnante' 'insegnante di matematica'],['B-' 'O' 'B-' 'O' 'B-' 'B-' 'O' 'O'],di matematica|||insegnante di matematica___di motoria|||insegnante di motoria___di religione|||insegnante di religione___
975,2E_24,"cosa astratta, entità","ore, minuti, secondi",tempo,"minuti, secondi",975_2E_24,['cosa astratta' 'entità' 'tempo' 'ore' 'minuti' 'secondi'],['cosa astratta' 'entità' 'tempo' 'ore'],['B-' 'B-' 'B-' 'B-' 'O' 'O'],
1072,3C_5,"mezzo di locomozione, oggetto, solido",fiat,automobile,solido,1072_3C_5,['mezzo di locomozione' 'oggetto' 'solido' 'automobile' 'fiat'],['mezzo di locomozione' 'oggetto' 'automobile' 'fiat'],['B-' 'B-' 'O' 'B-' 'B-'],
1603,2E_16,sensazione,libertà di pensiero,libertà,,1603_2E_16,['sensazione' 'libertà' 'libertà di pensiero'],['sensazione' 'libertà' 'libertà di pensiero'],['B-' 'B-' 'B-'],
1546,5D_6,,italiano,insegnante,,1546_5D_6,[' insegnante' 'italiano'],[' insegnante' 'italiano'],['B-' 'B-'],
249,1G_21,"simonetto, persona, essere vivente, organismo",di casa,badante,"simonetto, organismo",249_1G_21,"['simonetto' 'persona' 'essere vivente' 'organismo' 'badante'
 'badante di casa']",['persona' 'essere vivente' 'badante' 'badante di casa'],['O' 'B-' 'B-' 'O' 'B-' 'B-'],di casa|||badante di casa___
1596,2E_1,"uscita, camminare, opinione, scelta",,libertà,"uscita, camminare, opinione, scelta",1596_2E_1,['uscita' 'camminare' 'opinione' 'scelta' 'libertà'],['libertà'],['O' 'O' 'O' 'O' 'B-'],
2392,3C_22,passatempo,"bambola, barbie",giocattolo,passatempo,2392_3C_22,['passatempo' 'giocattolo' 'bambola' 'barbie'],['giocattolo' 'bambola' 'barbie'],['O' 'B-' 'B-' 'B-'],
2456,3C_15,"emozione, stato d'animo","furioso, fuoco",rabbia,"stato d'animo, fuoco",2456_3C_15,"['emozione' ""stato d'animo"" 'rabbia' 'furioso' 'fuoco']",['emozione' 'rabbia' 'furioso'],['B-' 'O' 'B-' 'B-' 'O'],
1029,2E_23,"materia, oggetto","trenino di legno, bambole, digitale",giocattolo,"materia, bambole, digitale",1029_2E_23,['materia' 'oggetto' 'giocattolo' 'trenino di legno' 'bambole' 'digitale'],['oggetto' 'giocattolo' 'trenino di legno'],['O' 'B-' 'B-' 'B-' 'O' 'O'],
66,1G_6,"bussola, oggetto",bussola del tempo,tempo,"bussola, oggetto, bussola del tempo",66_1G_6,['bussola' 'oggetto' 'tempo' 'bussola del tempo'],['tempo'],['O' 'O' 'B-' 'O'],
1495,1D_18,"animale erbivoro, essere vivente, mammifero","baio, sauro, grigio",cavallo,"mammifero, sauro",1495_1D_18,"['animale erbivoro' 'essere vivente' 'mammifero' 'cavallo' 'baio' 'sauro'
 'grigio']",['animale erbivoro' 'essere vivente' 'cavallo' 'baio' 'grigio'],['B-' 'B-' 'O' 'B-' 'B-' 'O' 'B-'],
323,3C_15,"maggiorenne, adulto, persona, essere vivente",taxista,autista,,323_3C_15,['maggiorenne' 'adulto' 'persona' 'essere vivente' 'autista' 'taxista'],['maggiorenne' 'adulto' 'persona' 'essere vivente' 'autista' 'taxista'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
93,2F_5,,"amore, gioia",affetto,gioia,93_2F_5,[' affetto' 'amore' 'gioia'],[' affetto' 'amore'],['B-' 'B-' 'O'],
1858,5D_24,"persona, mammifero, essere vivente",,autista,,1858_5D_24,['persona' 'mammifero' 'essere vivente' 'autista'],['persona' 'mammifero' 'essere vivente' 'autista'],['B-' 'B-' 'B-' 'B-'],
1409,2E_16,"maestro, mestiere",di italiano,insegnante,maestro,1409_2E_16,['maestro' 'mestiere' 'insegnante' 'insegnante di italiano'],['mestiere' 'insegnante' 'insegnante di italiano'],['O' 'B-' 'B-' 'B-'],di italiano|||insegnante di italiano___
2018,2F_12,cervello,mente sviluppata,mente,cervello,2018_2F_12,['cervello' 'mente' 'mente sviluppata'],['mente' 'mente sviluppata'],['O' 'B-' 'B-'],
841,2E_5,"mammifero, animale, essere vivente",pony,cavallo,,841_2E_5,['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony'],['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony'],['B-' 'B-' 'B-' 'B-' 'B-'],
1560,1D_22,"emozione, sentimento, sensazione ",dell'altezza,paura,sentimento,1560_1D_22,"['emozione' 'sentimento' 'sensazione ' 'paura' ""dell'altezza""]","['emozione' 'sensazione ' 'paura' ""dell'altezza""]",['B-' 'O' 'B-' 'B-' 'B-'],
1360,1D_10,stato d'animo,affetto reciproco,affetto,,1360_1D_10,"[""stato d'animo"" 'affetto' 'affetto reciproco']","[""stato d'animo"" 'affetto' 'affetto reciproco']",['B-' 'B-' 'B-'],
2716,1D_11,"ora, antiche popolazioni, dopo cristo, a.C","pioggia, sole, neve",tempo,"ora, antiche popolazioni, dopo cristo, a.C, sole, neve",2716_1D_11,"['ora' 'antiche popolazioni' 'dopo cristo' 'a.C' 'tempo' 'pioggia' 'sole'
 'neve']",['tempo' 'pioggia'],['O' 'O' 'O' 'O' 'B-' 'B-' 'O' 'O'],
425,5B_9,"sensazione, pensiero, cosa astratta",,sogno,sensazione,425_5B_9,['sensazione' 'pensiero' 'cosa astratta' 'sogno'],['pensiero' 'cosa astratta' 'sogno'],['O' 'B-' 'B-' 'B-'],
988,2E_24,emozione,"aracnofobia, claustrofobia",paura,claustrofobia,988_2E_24,['emozione' 'paura' 'aracnofobia' 'claustrofobia'],['emozione' 'paura' 'aracnofobia'],['B-' 'B-' 'B-' 'O'],
440,2E_16,cosa che si muove,ferrari,automobile,cosa che si muove,440_2E_16,['cosa che si muove' 'automobile' 'ferrari'],['automobile' 'ferrari'],['O' 'B-' 'B-'],
1629,5D_5,"dolce, cibo, energia",alla frutta,torta,,1629_5D_5,['dolce' 'cibo' 'energia' 'torta' 'torta alla frutta'],['dolce' 'cibo' 'energia' 'torta' 'torta alla frutta'],['B-' 'B-' 'B-' 'B-' 'B-'],alla frutta|||torta alla frutta___
199,1G_18,"concetto astratto, cosa mentale, entità","tempo meteorologico, precipitazioni, pioggia",tempo ,,199_1G_18,"['concetto astratto' 'cosa mentale' 'entità' 'tempo '
 'tempo meteorologico' 'precipitazioni' 'pioggia']","['concetto astratto' 'cosa mentale' 'entità' 'tempo '
 'tempo meteorologico' 'precipitazioni' 'pioggia']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1394,1G_23,"lavoro, mestiere","di geografia, matematica, lettere",insegnante,"mestiere, matematica, lettere",1394_1G_23,"['lavoro' 'mestiere' 'insegnante' 'insegnante di geografia' 'matematica'
 'lettere']",['lavoro' 'insegnante' 'insegnante di geografia'],['B-' 'O' 'B-' 'B-' 'O' 'O'],di geografia|||insegnante di geografia___
643,2E_25,"persona, essere vivente","dogsitter, donna",badante,"dogsitter, donna",643_2E_25,['persona' 'essere vivente' 'badante' 'dogsitter' 'donna'],['persona' 'essere vivente' 'badante'],['B-' 'B-' 'B-' 'O' 'O'],
1901,5B_17,"mammifero, essere vivente","infermiere, curatore, di malattie",medico,"infermiere, curatore, di malattie",1901_5B_17,"['mammifero' 'essere vivente' 'medico' 'infermiere' 'curatore'
 'curatore di malattie']",['mammifero' 'essere vivente' 'medico'],['B-' 'B-' 'B-' 'O' 'O' 'O'],di malattie|||curatore di malattie___
2501,5D_14,sentimento,furia,rabbia,,2501_5D_14,['sentimento' 'rabbia' 'furia'],['sentimento' 'rabbia' 'furia'],['B-' 'B-' 'B-'],
81,2F_18,"sentimento, emozione",amore,affetto,emozione,81_2F_18,['sentimento' 'emozione' 'affetto' 'amore'],['sentimento' 'affetto' 'amore'],['B-' 'O' 'B-' 'B-'],
1816,5D_21,"sentimento, entità",,rabbia,,1816_5D_21,['sentimento' 'entità' 'rabbia'],['sentimento' 'entità' 'rabbia'],['B-' 'B-' 'B-'],
432,1G_9,"oggetto, che va veloce","lamborghini, mercedes, ferrari",automobile,"che va veloce, mercedes, ferrari",432_1G_9,['oggetto' 'che va veloce' 'automobile' 'lamborghini' 'mercedes' 'ferrari'],['oggetto' 'automobile' 'lamborghini'],['B-' 'O' 'B-' 'B-' 'O' 'O'],
1395,1G_3,,"italiano, scrittura, storia",insegnante,"scrittura, storia",1395_1G_3,[' insegnante' 'italiano' 'scrittura' 'storia'],[' insegnante' 'italiano'],['B-' 'B-' 'O' 'O'],
2360,1G_2,"emozione, sentimento, pensiero","furia, cash roxame",rabbia,"sentimento, pensiero, cash roxame",2360_1G_2,['emozione' 'sentimento' 'pensiero' 'rabbia' 'furia' 'cash roxame'],['emozione' 'rabbia' 'furia'],['B-' 'O' 'O' 'B-' 'B-' 'O'],
450,2E_25,mezzo di trasporto,"diesel, fiat",automobile,,450_2E_25,['mezzo di trasporto' 'automobile' 'diesel' 'fiat'],['mezzo di trasporto' 'automobile' 'diesel' 'fiat'],['B-' 'B-' 'B-' 'B-'],
24,1G_3,"mezzo di trasporto, cosa, insieme di atomi",gialla,automobile,insieme di atomi,24_1G_3,['mezzo di trasporto' 'cosa' 'insieme di atomi' 'automobile' 'gialla'],['mezzo di trasporto' 'cosa' 'automobile' 'gialla'],['B-' 'B-' 'O' 'B-' 'B-'],
314,5B_2,cosa,,mente,cosa,314_5B_2,['cosa' 'mente'],['mente'],['O' 'B-'],
1565,1D_23,"condizione, concedere, permesso, simbolo di fiducia",libertà condizionata,libertà,"concedere, permesso, simbolo di fiducia",1565_1D_23,"['condizione' 'concedere' 'permesso' 'simbolo di fiducia' 'libertà'
 'libertà condizionata']",['condizione' 'libertà' 'libertà condizionata'],['B-' 'O' 'O' 'O' 'B-' 'B-'],
239,1G_20,"risorsa, entità",,tempo,risorsa,239_1G_20,['risorsa' 'entità' 'tempo'],['entità' 'tempo'],['O' 'B-' 'B-'],
722,3C_3,lavoro,"anziano, vecchio",badante,vecchio,722_3C_3,['lavoro' 'badante' 'anziano' 'vecchio'],['lavoro' 'badante' 'anziano'],['B-' 'B-' 'B-' 'O'],
1147,5D_18,"produzione, fabbrica",hotweels,giocattolo,"produzione, fabbrica",1147_5D_18,['produzione' 'fabbrica' 'giocattolo' 'hotweels'],['giocattolo' 'hotweels'],['O' 'O' 'B-' 'B-'],
1421,2E_3,,,insegnante,,1421_2E_3,[' insegnante'],[' insegnante'],['B-'],
1529,1D_20,"cibo, alimento",alla crema,torta,,1529_1D_20,['cibo' 'alimento' 'torta' 'torta alla crema'],['cibo' 'alimento' 'torta' 'torta alla crema'],['B-' 'B-' 'B-' 'B-'],alla crema|||torta alla crema___
2779,2E_3,"oggetto, accessorio",orologio,tempo,"oggetto, accessorio, orologio",2779_2E_3,['oggetto' 'accessorio' 'tempo' 'orologio'],['tempo'],['O' 'O' 'B-' 'O'],
105,3B_16,sensazione,animale,affetto,animale,105_3B_16,['sensazione' 'affetto' 'animale'],['sensazione' 'affetto'],['B-' 'B-' 'O'],
2315,5D_21,emozione,del buio,paura,,2315_5D_21,['emozione' 'paura' 'paura del buio'],['emozione' 'paura' 'paura del buio'],['B-' 'B-' 'B-'],del buio|||paura del buio___
1438,1D_14,"mezzo di trasporto, modo per muoversi",bugatti,automobile,modo per muoversi,1438_1D_14,['mezzo di trasporto' 'modo per muoversi' 'automobile' 'bugatti'],['mezzo di trasporto' 'automobile' 'bugatti'],['B-' 'O' 'B-' 'B-'],
979,1D_2,oggetto per bambini,macchinine,giocattolo,,979_1D_2,['oggetto per bambini' 'giocattolo' 'macchinine'],['oggetto per bambini' 'giocattolo' 'macchinine'],['B-' 'B-' 'B-'],
1335,1D_8,"emozione, stato d'animo, cosa astratta, non esistente",entusiasmo,gioia,"stato d'animo, non esistente, entusiasmo",1335_1D_8,"['emozione' ""stato d'animo"" 'cosa astratta' 'non esistente' 'gioia'
 'entusiasmo']",['emozione' 'cosa astratta' 'gioia'],['B-' 'O' 'B-' 'O' 'B-' 'O'],
1957,2F_7,,uscire di scuola,libertà,uscire di scuola,1957_2F_7,[' libertà' 'uscire di scuola'],[' libertà'],['B-' 'O'],
375,5B_6,"emozione, sentimento","felicità, cosa che si studia",gioia,"sentimento, felicità, cosa che si studia",375_5B_6,['emozione' 'sentimento' 'gioia' 'felicità' 'cosa che si studia'],['emozione' 'gioia'],['B-' 'O' 'B-' 'O' 'O'],
1521,1D_20,"emozione, cosa astratta",quando uno ti picchia,rabbia,quando uno ti picchia,1521_1D_20,['emozione' 'cosa astratta' 'rabbia' 'quando uno ti picchia'],['emozione' 'cosa astratta' 'rabbia'],['B-' 'B-' 'B-' 'O'],
2238,3B_17,sensazione,angoscia,paura,angoscia,2238_3B_17,['sensazione' 'paura' 'angoscia'],['sensazione' 'paura'],['B-' 'B-' 'O'],
784,2E_12,"emozione, stato d'animo, entità astratta",aracnofobia ,paura,stato d'animo,784_2E_12,"['emozione' ""stato d'animo"" 'entità astratta' 'paura' 'aracnofobia']",['emozione' 'entità astratta' 'paura' 'aracnofobia'],['B-' 'O' 'B-' 'B-' 'B-'],
